FileName,Status,Caption,Error
open_images_train_606d1db934a552c8_4.ogg,ok,In the foreground I can see a portal and some objects on the table in the background I can see a door and wall this mistake can move in a room.,
open_images_train_376b98efbc95e82b_66.ogg,ok,"In this picture, we can see a pair of shoes with a photo frame on it and a red roses and in the front we can see a coco can and some magazines paper.",
open_images_train_a63bc7ae3944c52d_77.ogg,ok,In this picture we can see bottles with stickers on it Which are the only stickers we can see for titles and some text And in the background we can see which are with a lid,
open_images_train_f977c33892d17d53_107.ogg,ok,"In this image, you can see some french fries in the box, you can see a tin, a coke tin kept on the white surface.",
open_images_train_0777d584d9ec82b0_8.ogg,ok,In this image we can say tins and bottles,
open_images_train_3fe980edb250d430_33.ogg,ok,"In this picture, there is a pin and there are disposal leads and there are utensils. On the table at the back, there are tiles on the wall.",
open_images_train_90acc824f4219ab3_60.ogg,ok,In this image we can see a bottle placed on the surface.,
open_images_train_55895e6b8a1d6779_25.ogg,ok,In the image I can see three cans and a toy on a middle can. On these cans I can see a label and something written on these cans. These cans are on a wooden surface.,
open_images_train_0d20d47e6e9cdfce_25.ogg,ok,In this picture I can see thin cans on which I can see something written on it.,
open_images_train_73bb9021b8c05f59_99.ogg,ok,In this picture there is a red bull and a monitor on the table.,
open_images_train_a5e3712275eb97d5_28.ogg,ok,There is a golden color tin on which there are some text on other objects printed and this tin is on the table and the background is blurred.,
open_images_train_de1e44f3a392a0ee_27.ogg,ok,Here in this picture we can see a box with some text printed on it present on a table.,
open_images_train_a18fbaffe24ed5ad_100.ogg,ok,There is a waterline center of the image on which it is written as High Life.,
open_images_train_29bbcd961bc19d35_6.ogg,ok,As you can see there are the four items in a white color plate and a spoon. This is the tin in white color on the left side. There is a watch and spectacles. At the top it looks like a fan in yellow color.,
open_images_train_54819ac7e16f2dcf_65.ogg,ok,In this image we can see a person holding a soda can and pouring drink into the cup In front of him we can see two other soda cans on the table and also we can see the wall,
open_images_train_008c0116989c3edd_2.ogg,ok,"In the image, there is some drink and orange and other items.",
open_images_train_3206be661dc997b7_12.ogg,ok,In the picture I can see green color tin on which I can see a label is placed on the wooden surface. The barrel of the image is slightly blurred where I can see a logo or poster on the wall and I can see a few more objects.,
open_images_train_dfedd2bd7b132ac5_74.ogg,ok,"In the center of the picture there is a girl sitting, eating something in front of her there is a can, on the right there is a kids leg, on the left there is a kids leg, at the top there are persons standing.",
open_images_train_69088b376138d890_30.ogg,ok,As you can see two tins and a glass on the table and on the glass in the glass there are few objects in the background there are few glasses and a white color background looks like a door,
open_images_train_092e1066828addbd_40.ogg,ok,In this image we can see a boy is sitting on the wooden surface and arranging cans. At the top left of the image one cloth is there.,
open_images_train_e84970f2187d820a_90.ogg,ok,In the picture we can see many tins which are placed in the stand and on the top of it also we can see some tins are placed on the stand and behind it we can see some things are placed in the racks.,
open_images_train_5eea957b44dc4166_1.ogg,ok,"In this picture, you can see tins and a bottle in the front, in the background. You can see a person and a light.",
open_images_train_9121acea949bfbfa_80.ogg,ok,in this image there are glasses there is a bottle and there is a tin can with some text and image on it in the background there are objects which are brown and white in color,
open_images_train_0a20baf628fa9be7_17.ogg,ok,In this image I can see the tin on the white color surface and the tin is in brown and white color. In the background I can see the board in white and black color.,
open_images_train_ee90b078d4c4f4de_79.ogg,ok,"In this image, I can see the tin and the keypad. And I can see the background is blurred.",
open_images_train_6bd0a3b44c7ef13a_14.ogg,ok,in this image there are some objects in the background there is a wall to that wall there is a window and there is a curtain,
open_images_train_0e29cda3937b4282_32.ogg,ok,"Here I can see three bottles are placed on a table. To each bottle, the paper is attached. On this, I can see the text.",
open_images_train_b8feded0af040cad_88.ogg,ok,"As we can see in the image in the frame there is a table, on table there is a glass and a bottle",
open_images_train_5cada65eb389cd02_39.ogg,ok,"In this picture, I can observe some meat. On the left side, there is a tin, which is in green, red and yellow colors. In the background, there is a wall.",
open_images_train_a5b04033dd0ab5ba_5.ogg,ok,As we can see in a picture that this is a table on which two bottles are placed these are can glass and a photo frame tissues,
open_images_train_060ee6ad5eab8e18_43.ogg,ok,"In this image, we can see a can and a glass on a surface. Inside the glass, there is a ring. On the glass, there is a sign and something written. On the can, there is a logo and something written. In the back, there is a board. And it's looking blurry in the background.",
open_images_train_297ea660a2cc0988_24.ogg,ok,"This image you can see a camera, thin, gloss with liquid and a plate with food on a table.",
open_images_train_b215409636621ccb_47.ogg,ok,"In a picture, there is a solar pad with a cigarette, we said there is a tin. In the tin, there is some textured rice, and we said that there is some, there is an object behind that tin, there is a glass.",
open_images_train_9f94a34f11af7590_4.ogg,ok,This image consists of boxes on a rack and a wall. This picture must be taken in a shop.,
open_images_train_e7e0e213163148e3_0.ogg,ok,"In this picture, you can see the partial part is on the outside today. In the background, you can see the strings. And it's from Twix.",
open_images_train_480efc0a5f46be42_37.ogg,ok,"In this picture, I can see a can looks like a countertop in the background.",
open_images_train_c17edbf11712fa47_22.ogg,ok,"In this picture we can see a hen, sketch of a hen on a pink card, there is a bottle, we can see a few birds and some text on a board, it has some full attempts in a car.",
open_images_train_e48783066917d3eb_94.ogg,ok,In the image there are two soft drink tins with two toys in front of it on the floor.,
open_images_train_09522325600eae87_38.ogg,ok,in this image we can see a tin and a laptop on a table in the background we can see the wall,
open_images_train_52ca5d64817ef09e_101.ogg,ok,this means you can see seat ends on the table and another plastic bag and then we can also see a person's hand,
open_images_train_db0a53cfb4bbb0dc_17.ogg,ok,Next image I can see few boxes and I can see something written on the boxes and the boxes I will add in purple color and they are on the green color surface.,
open_images_train_aa03cb7c913fe083_75.ogg,ok,"This image is taken in a stadium. On the left side of the image, a few people are sitting on the chairs. On the right side of the image, there is a can with a text on it.",
open_images_train_41132afb67898e2f_9.ogg,ok,in this picture we can see there are coke tins on an object behind the tins it looks like a basket.,
open_images_train_9a19abd9e7f02c9e_69.ogg,ok,"In this image, there is a small liquor bottle which drink is there. This side there is a drink can. This side there are three bottles. Back to these, there is a cardboard box. In the background, there is a wall and a door.",
open_images_train_d1cff65010a19589_61.ogg,ok,"I mean you can see some tins, on the tins you can see some alpha bits and numbers",
open_images_train_98f7abd8652da18a_43.ogg,ok,"This way we can see again with a text in the background, it is blue.",
open_images_train_bb2d738c21b7c4c9_71.ogg,ok,"In this picture, we can see bottles, bottles, bottles, bottles jars, bottles jars, shelves and price tags. In the background, we can see a roof.",
open_images_train_99d1063ed1fbbef9_53.ogg,ok,"In the image, we can see two wine bottles and can, which is written as a new test, we are on the table, the background, that's a word.",
open_images_train_b5cbd2fbf6d4d263_28.ogg,ok,"There are gringler tins arranged on a wooden table, in the background there is wall.",
open_images_train_b9fdbaada6aa6426_45.ogg,ok,This is the tin which is placed on the table. This table is white in colour. In the background this looks like a hot ink.,
open_images_train_83beb8a3ac79172b_39.ogg,ok,"In this picture, we can observe a red color coordinate machine placed on the white desk. We can observe a glass on the desk.",
open_images_train_a004dc8644966304_22.ogg,ok,"In this picture, there are many bottles and coke tents.",
open_images_train_cf93930c9abe0ab5_26.ogg,ok,in this image I see a bottle a glass and two cans I can also see that there are few words written on the bottle and the cans,
open_images_train_bee1746714b6f8a5_30.ogg,ok,This image you can see few tins with text and images on the tins and a blurry background.,
open_images_train_f87065caaa04dab0_65.ogg,ok,"In this image we can see a soda can, a glass of drink, also we can see some wooden roof table, also we can see some trees, plants, hanging swing, a hut, staircase, house, also we can see the sky, we can see some rocks.",
open_images_train_2e93efed9bbf6b60_17.ogg,ok,"In this image I can see a person sitting wearing blue color shirt, in front I can see few glasses, cans on the table, back ground I can see few other people some are sitting and some are standing and I can see lights.",
open_images_train_f7349f6f3f2fd28c_37.ogg,ok,"This picture shows a box, a bottle and a poster and two spoons and a candy.",
open_images_train_c0f549911a67954c_12.ogg,ok,"In this image we can see distance are placed here, here we can see the price tags on the glass, in the background we can see photo frames on the wall, clock and animal head. So we can see the lights.",
open_images_train_8d98fffb5b0b5db7_14.ogg,ok,"In this image, there is a glass and a tin on a table. In the background, there is a wall. For that wall, there is a door.",
open_images_train_9e3eddfda394197a_8.ogg,ok,"In the center of the image we can see glasses, tin, plate, chopstick and napkin placed on the table.",
open_images_train_fa2ea3abe9112927_68.ogg,ok,"This is a zoomed in picture, in the center there is a yellow color can placed on an object and we can see the text and the numbers on the can In the background there is an object, seems to be the wall",
open_images_train_09868ba2dbc6fc51_43.ogg,ok,there is a can with something written on that also there is a logo in the back there is a glass with the thing these are on a surface,
open_images_train_f468f024f56ad6bf_23.ogg,ok,"In this image, we can see a can on the surface, on the can, we get some text on the table and here on the can, we can see some text in Chinese",
open_images_train_9ecbc0f6451f4662_16.ogg,ok,In this image we can see many tins and on tin we can see some animated logo and text printed on it. There is some metallic object below the two tins.,
open_images_train_d0fb83c011a1258f_69.ogg,ok,and this amazing table having there few cups glass bowl coke can people are on it in the tray there is some food and bread are on it burles having vegetables on it beside there is a spoon,
open_images_train_d7c0a6f1f977e3c0_74.ogg,ok,The picture conceits of a coke tin.,
open_images_train_50fd62555a0f1323_73.ogg,ok,"there is a food item and a spoon on the plate, beside the plate there is a tent on the sofa.",
open_images_train_161b40120e09b944_87.ogg,ok,In this picture we can see one tin and a cube placed on a table.,
open_images_train_296cb6b70d3b84a8_69.ogg,ok,in this image there are coke cans of different colors there are some text each coke can,
open_images_train_b4d38f2e1778a91b_85.ogg,ok,In this image I can see an open grass ground and in the front I can see a red colour can on the ground. In the background I can see number of trees and I can also say this image is little bit blurry in the background.,
open_images_train_a57ca72bd1a1606d_78.ogg,ok,"In this image I can see a few tables and on the tables I can see a few plates with food items in them, a few tins, a cup and feather of that. You can see the blurry background.",
open_images_train_ac4bf5bf1ee42787_48.ogg,ok,"this person sitting and writing we can see bottle, jar, spoon, book on the table on the background we can see glass windows person objects on the table on the top we can see light",
open_images_train_a88050a6c77079b5_73.ogg,ok,"This image, there are markers in a box. Beside the box, there is a coke pin on the floor.",
open_images_train_208b4d12dc987c32_0.ogg,ok,In this picture we can see a woman holding things in her hands and smiling.,
open_images_train_8d2997958bde25c6_35.ogg,ok,This picture contains glasses and cocoa bottles which are in blue and white color in the background it is black in color and this picture is black in the background.,
open_images_train_dd5cba9938cd2fcc_68.ogg,ok,This is a zoomed in picture in the center. There is a black color box placed on the top of an object and we can see the picture of a bottle and the text is printed on the box. In the background there is a wall.,
open_images_train_a46f7c1c5dd3dada_45.ogg,ok,in this image i can see a person's hand holding a bottle the background looks blurred i can see the pictures on the bottle,
open_images_train_016aa0f5b312e108_97.ogg,ok,in this image i can see here 10 it is in red green and black color and something is known it background is white color,
open_images_train_4a54998bd71d9bf8_90.ogg,ok,picture we can see a table on it we can see a computer system in front of it we can see a laptop which is in color which is silver in color and Apple symbol on it beside it we can see a Red Bull 10 and beside it we can see another laptop which is white in color and behind it we can see a mobile phone which is on the black color stand,
open_images_train_36cdfe745833b700_77.ogg,ok,In this picture we can see a tin on the surface and in the back we can see a poster.,
open_images_train_af46e11327db5036_85.ogg,ok,In this image I can see a man is holding a can and wearing a shades.,
open_images_train_e7ef20edd4660f8a_49.ogg,ok,in the image we can see there is a juice can kept on the table,
open_images_train_527311c4685ecc86_36.ogg,ok,"on this poster there are images of people about this poster there are glue sticks there is a table about this table there is a laptop, keyboard and things",
open_images_train_c741a835990ba00a_24.ogg,ok,"In this image we can see four tins on a platform, on the tins we can see the picture of a board and something is written on it.",
open_images_train_6324fd4c56836578_6.ogg,ok,picture I can see on the right side there is a boy he's wearing t-shirt on the left side there is a tin with straw,
open_images_train_433c4b9e85872874_8.ogg,ok,In this image we can see tins and an object placed on the rack and the background there are boxes,
open_images_train_05f5b044d56c6e85_100.ogg,ok,in this picture it seems like buckets in the foreground,
open_images_train_a12ef906f37123ab_8.ogg,ok,"In this image, we can see beverage cans placed in the refrigerator.",
open_images_train_49b9aad35c3af657_104.ogg,ok,"This image is around few people, among them we can see a person holding an object, we can see the ground covered with grass, there are a few We can also see a tree on the left, we can also see this guy with a lounge",
open_images_train_e9013d5ef7048fd0_46.ogg,ok,In the forefront of this image there are many tins in the rack and price tags attached to it.,
open_images_train_c59ec3a9a26d6f11_46.ogg,ok,In the foreground of this image there are things in the cardboard box which is on the right surface.,
open_images_train_1ea00a299d9dd7b0_61.ogg,ok,"But on the table, on the table, there is a tin behind the tin, there is a wall.",
open_images_train_295839257d861a25_7.ogg,ok,"In a shelf, there are some bottles and some cans with some price tags are present. Upon them, there is one rooftop.",
open_images_train_cee01f5dbfe8e632_5.ogg,ok,"In the image we can see a human hand, two cats, a cat and a background is blood.",
open_images_train_31fab88cb9501d52_53.ogg,ok,In the center we can see what a bottle energy drink can and keyboard monitor some books on the table,
open_images_train_2166c992b83fe2c0_2.ogg,ok,"In the picture, there is a coke tin kept on the table and there is a laptop behind the bin.",
open_images_train_7244422994c60742_77.ogg,ok,in this picture we can see a man wash spectacle jacket holding tin with his hand and in the background we can see tank some person trees flag pole sky with clouds tower lights,
open_images_train_a335bb2d0d89d241_9.ogg,ok,"In this picture, we can see a woman with a spectacle in front of the woman. There are glasses, drinking glasses and a tin on the table. Behind the woman, there are groups of people and at the top, there are ceiling lights.",
open_images_train_0ad315694f3fd25f_33.ogg,ok,"In this picture, there are two bottles on the table and there is a text on the bottle. So, the bottle is a wall.",
open_images_train_f3f44e97f29bd388_17.ogg,ok,I can see if your tins are in the cardboard box and the tins are in blue color,
open_images_train_6da029c84fdb81ac_86.ogg,ok,"In this image, there are wooden objects that look like a table. In this image, there's an object on the table. In this image, there's a red color tin on the table. In this image, there's text on the tin. In this image, there are stars on the tin. In this image, there are numbers on the tin.",
open_images_train_4875babf75dbb176_33.ogg,ok,"In this picture there is a bottle, there is text, there is a picture of a man on the bottle.",
open_images_train_0142c991782c690a_85.ogg,ok,in this image I can see a can and on it I can see something is written,
open_images_train_00875c7f30a72189_22.ogg,ok,"In this picture we can see a box, a white box with a white background.",
open_images_train_081edd16204672e0_71.ogg,ok,Here we can see tin on the ground and here we can see grass fence buildings and some objects in the background we can see sky.,
open_images_train_7096fa6a6ef785c8_20.ogg,ok,In the image there is a person standing and holding something on his hands. And you can also see few bottles in background there is a wall.,
open_images_train_ae1df6ab6ea73f46_88.ogg,ok,"as we can see in the image there's a table on table that is red color matte, water and boxes",
open_images_train_1da1b01876cf0782_107.ogg,ok,"In this image, there is a table which is in a low colour, on the table there is a can which is in a growing colour, there is a computer which is in a black colour, on the left side there is a man, he is holding a microphone and he is speaking in a microphone, in the background there is a brown colour wall.",
open_images_train_4f76357591b4c193_30.ogg,ok,"As you can see, two tins on the ground and some text written on the tins and at the background there is a word and at the background there is some objects.",
open_images_train_67b1f2a37ddd2d5d_20.ogg,ok,"In this picture, we can see a woman holding mobile in her hand. And we can also see a plate. On that plate, there are some french fries. On the left side, there is a coke tin on which it is written as C+. On the top, there is a roof with few lights.",
open_images_train_59fd1b1c640d3520_82.ogg,ok,"In this image, there is a drain can on a wooden surface. There are pictures and text on the drain can. Behind it, there is a wall.",
open_images_train_0d168d9af3ef68a3_80.ogg,ok,In this image there is a glass and there is a tin with some text and numbers written on it.,
open_images_train_32131e7f073db97d_9.ogg,ok,"In this picture, there is a glass with a liquid, beside that glass, there is a potty covered with a sticker and the sticker is in white and green color. So, this is the background of these items is in blue.",
open_images_train_196cb0c3ae656242_97.ogg,ok,"you can see my person is holding three tins which is wearing right top back I can see a couch, lamp, book on the table back I can see a cupboard, door and a wall",
open_images_train_01a011d1c5ce42d8_50.ogg,ok,"In this picture we see a special in which drink bottles are present there are so many bottles like coca-cola, kadamsap, fanta, mountain dew sprite and the bottles are arranged in such a way that from top to bottom they are in increasing order of size and at the right bottom we have alcohol bottles present",
open_images_train_66c3615fce69c835_60.ogg,ok,In this image we can see a tin and a device which are placed on a table on the back side we can see a wall,
open_images_train_3ac7e665151a44c4_65.ogg,ok,In this image we can see a post and there are some images of cans and there are some images of a person and some text to return on it.,
open_images_train_7b5eaaebd02bc984_69.ogg,ok,"in this image there is a coke can on the table having bag, glasses, toy, basket and few objects right side there is a basket having bags and few objects right side there is a coke can and few objects right side there is a coke can and few objects right side there is a coke can and few objects right side there is a coke can and few objects right side there is a coke can and few objects right side there is a coke can and few objects right side there is a coke can and few objects right side there is a coke can and few objects right side there is a coke can and few objects right side there is a coke can and few objects right side there is a coke can and few objects right side there is a coke can and few objects right side there is a coke can and few objects right side there is a coke can and few objects right side there is a coke can and few objects right side there is a coke can and few objects right side there is a coke can and few objects right side there is a coke can and few objects right side there is a coke can and few objects right side there is a coke can and few objects right side there is a coke can and few objects right side there is a coke can and few objects right side there",
open_images_train_f88ff498f1a15d32_105.ogg,ok,as you can see some food item which is packed in a cover which is placed on the table in between there is tissue and there is protein on the table,
open_images_train_4b6be0f4fed76e8c_62.ogg,ok,In this picture we can see a few frames on the wall.,
open_images_train_c36d06a7d8212940_8.ogg,ok,"In this image there is a table and we can see a mat, tins and the carton placed on the table and the background we can see cupboard and there are things placed in the cupboard.",
open_images_train_ccc63d49cf60cc6f_94.ogg,ok,the image there is a basket full of chips packets of drinks and the id card on it on the metal floor,
open_images_train_2da814eb969ffa42_2.ogg,ok,In the image there are coke tins and a glass kept on a marble floor and in the background there are piles.,
open_images_train_0470b0014a293ff1_96.ogg,ok,In this image there is a packet of a super starbirds firebox in the middle of this image. There is a bottle on the right side of this image. They both are kept on a steel surface as we can see in the background.,
open_images_train_1a6b9399605f606f_88.ogg,ok,"As we can see in the image there is a coco-cola tin, newspaper, mobile phone and a charger on table.",
open_images_train_0cb088bf0d37b549_95.ogg,ok,In this image we can see there is a drink placed on the other object behind them. There are few people standing on the river and there are few boats floating in the background. There is a sky.,
open_images_train_3c0ed56437c766c2_10.ogg,ok,"In this image, you can see a person's hand holding her chin and we can see there is some text on it and we can see there are some wooden steps and you can see the wall",
open_images_train_70163779a0c6e263_59.ogg,ok,"In this image we can see a table. On the table there are a beverage tin, salt container, serving plate with food on it, fork and a paper napkin.",
open_images_train_8d0739b43da4b1b6_77.ogg,ok,In this picture we can see it in on a black surface,
open_images_train_014b1b9ba066ad84_100.ogg,ok,"This picture, it seems like Max bottles and a glass, some of the items in the image.",
open_images_train_5a9689c8e080366f_78.ogg,ok,"In this image I can see a man and a woman sitting on chairs in front of a table on the table. I can see two tins and a wine bottle in the background I can see a wall, a few pillows and few plants",
open_images_train_2b5d25d8439f07dd_8.ogg,ok,In the center of the image we can see it in placed on the table.,
open_images_train_02f0588cdabecb65_10.ogg,ok,In this image we can see a tin with some text and a picture and which was placed on a surface which looks like a table and in the background we can see some plants and the image is blurred,
open_images_train_ce180f4342fdcfc2_102.ogg,ok,there are two coke tins and some other objects placed on a table and there is a glass window,
open_images_train_ed59dd0829511de8_52.ogg,ok,"In the center of the image, there is beveresting.",
open_images_train_0042f01ea7b4e6f2_70.ogg,ok,This image consists of two boxes and a bottle. Bottle is on right side and one box is in middle and another box is on left side. One is in green color and other one is in yellow color. The bottle is filled with some liquid which is in yellow color.,
open_images_train_115ea4d419552138_63.ogg,ok,"In this image, I can see there are bottles and the text written on it.",
open_images_train_ab1b7a7e4a638e68_17.ogg,ok,"In this image I can see the food which is in brown, cream and red color and the food is in the plate. The plate is in red and white color and I can also see a tin. And the plate and the tin is on the glass table.",
open_images_train_540ceb7f87e7a9c7_35.ogg,ok,In this picture we see a coke bottle and a glass containing liquid are placed on the brown colour table. In the background we see a wall which is a white in colour.,
open_images_train_004636433aa3ef48_48.ogg,ok,"We can able to see bottles, tin, on the background we can see cupboard, this is floor.",
open_images_train_5586486057c33100_100.ogg,ok,"In this picture, there are beartons in the center of the image and there are windows in the background",
open_images_train_883ab65020b11b5f_59.ogg,ok,"In this image we can see beverish tins, syringe and rope.",
open_images_train_792709d73e7f4ad7_75.ogg,ok,"This image is taken in a store. In this shelf, there are few kinds of coke and two bottles with a label on it.",
open_images_train_a590cca25fd44f75_48.ogg,ok,"In this picture we can see, tinned glasses, gotchet, devices, laptop, glasses, papers on the table, on tables.",
open_images_train_35f8ea0871ac1143_73.ogg,ok,image we can see photo frames of a tent with some text on the wall,
open_images_train_b3391e3ab5e97b9b_108.ogg,ok,"In this picture, you can see some tins on the outside and you can see and you can see some of the tins in the right side of the picture and you can see the background",
open_images_train_5a071a105f199147_34.ogg,ok,In this image in the center there is one container beside the container there is one glass and in that glass there is some drink in the background there is wall at the bottom there is a table.,
open_images_train_9d77e57ad221c7f6_100.ogg,ok,This picture is consist of Monty Newton's in the image,
open_images_train_b7fe11c539084648_58.ogg,ok,In this image there is a boy in the middle who is holding the bottle which is covered with a silver paper. In front of him there is a table on which there is a cooling tin. In the bag on there is a light.,
open_images_train_18360cf5d4d0d4ca_44.ogg,ok,"In this image we can see there are so many containers, kept in rows and columns. We have found them, there are trees and buildings.",
open_images_train_c5a5e588c18ce010_77.ogg,ok,"In this picture we can see a glass with a drink in it, tin and these two are placed on a table and in the background you can see the wall.",
open_images_train_01e9c22384de31db_85.ogg,ok,In this image I can see few tree cans and on it I can say something is written.,
open_images_train_bbec4103286dd526_85.ogg,ok,In this image I can see number of bottles and a can.,
open_images_train_240c651a64057761_102.ogg,ok,"The person wearing blue shirt is closing his eyes and there is red bull, mic and a glass in front of him and the background is black in colour",
open_images_train_01edcda9d7ee60b5_9.ogg,ok,in this picture we can see different colors of oil crumbs all made with a triangle shape behind the drum there is a white background,
open_images_train_32010f6043c0a0e5_102.ogg,ok,"The person is sitting in front of a table which has coke, glass, water bottle, playing cards and some objects on it.",
open_images_train_38591a1a5845ad69_125.ogg,ok,in this image it looks like a can on the table i can also see the glasses on the tray,
open_images_train_add6b7a3c1adf7ec_104.ogg,ok,this image we can see some objects like a tin and boxes on the surface,
open_images_train_4af69dcbe4a0755c_4.ogg,ok,"In this image you can see, give a scan, glasses, kitchen tools, bottle and some objects may be on the table, this image, take a moment, it'll...",
open_images_train_85052368266bdcdb_79.ogg,ok,"In this image, I can see the group of people with different color dresses. In front of two people, a few people, I can see the table. On the table, I can see the laptops, tins, containers, and many objects in the basket. On the background, I can see many objects with cardboard box to the left. I can see some objects in the bag.",
open_images_train_6094f7dfd8b32187_44.ogg,ok,In which there is a coffin on the table behind it and there are so many other things.,
open_images_train_eb51157dc3df938e_63.ogg,ok,In this image we can see the boxes with the text and images on the ground.,
open_images_train_9272997ebec6beaa_24.ogg,ok,In this picture we can see two tins on the table. This is sand. Here we can see some persons laying on the hammock and even we can see some persons are standing. This is sea and on the back room there is a sky with clouds.,
open_images_train_032bfd510eaab88b_26.ogg,ok,"In this picture, I see a few boxes and a few cans and I see something is written on it and these boxes and cans are on the glass and on the right side of this image I see a few things and in the background I see that it is blurred. I can also see that there is a watermark on the right bottom corner of this image",
open_images_train_1bde74034435d004_85.ogg,ok,in this image I can see a mark,
open_images_train_51fd7d62a83e20ab_97.ogg,ok,"This even I can see a cup, I can see something is written on it in black and red color, background is in green color.",
open_images_train_80375f8a3a447d78_88.ogg,ok,"As you can see in the image, there's a table. On table there's a mobile phone, cloth, port, bottles and a cup.",
open_images_train_d627a2919d42ca84_0.ogg,ok,This picture is mainly highlighted with two glasses on the table. In the background we can see tables and a partial part of a human sitting on a bench.,
open_images_train_35997579eb6cd2e2_20.ogg,ok,in this image we can see three cups which are placed on the table in the bag room we can also see another two cups,
open_images_train_7adc0241b5b60b57_49.ogg,ok,In the image we can see there is a tree in which is a cup and a glass and the image is in black and white color.,
open_images_train_af0255a8dd8088f7_72.ogg,ok,"In the foreground image you can see here a laptop, models, some papers, glass and cup are placed on the table. In the background you can see group of people, chairs placed on the ground, photo frames on the wall, couple, group of light.",
open_images_train_7ef7d8f9faaea304_14.ogg,ok,"This means there is a coffee cup on a store surface, on the top left there is cloth.",
open_images_train_144def01fb5a866a_37.ogg,ok,This picture shows a man standing and holding a mug in his hand and we see few bottles and a biscuit in the other hand.,
open_images_train_1811ee81683516e4_24.ogg,ok,"Here we can see a man who is sitting on the sofa, he is holding a laptop, this is monitor and there is a cup, here we can see two portions, there is a wall and these are the frames, this is door, this is table and there is a glass.",
open_images_train_18260253ec3a6f46_18.ogg,ok,In this image we can say a book and some matter is written on it. There is a glass.,
open_images_train_4152e7619e44b40a_101.ogg,ok,in this way there is a cup on the table and we can also see some text and auto for some plant flavor on the cup,
open_images_train_0ca4342cb62064d2_35.ogg,ok,"In this picture we see a white cup which Babi's written is placed on the table We even see a red color, a glass, a glass of water and an object in a white color is placed on the ground table at the bottom We see the chart which is placed on the table In the background we see a wooden thing which looks like a chair In the background it is black in color",
open_images_train_761efb6e8467c533_36.ogg,ok,"We can see a bird on the road background, it is blur.",
open_images_train_27a4b3d01ab7cc72_35.ogg,ok,"In this picture we see papers, cup, banana, fruits, book, calculator, water bottle, mouse, mousepad, keyboard and monitor are placed on brown colour table.",
open_images_train_ac1e5d4d78c42e49_9.ogg,ok,In this picture we can see a saw saw and a cup with some liquid on the right side of the cup there is a laptop.,
open_images_train_6fae976cf7aaee56_70.ogg,ok,this image consists of a woman who is wearing black color dress she has a cup in her hand which is in white color,
open_images_train_cead8f251b3fdd45_77.ogg,ok,"In this picture, we can see bones, teapot, jacks, clothes. This all are placed on the wooden surface and the background we can see some more checks.",
open_images_train_2b704c05536e1fd2_32.ogg,ok,In this image I can see two white color mugs on a table. On the mugs I can see some text. Beside the table there are two chairs.,
open_images_train_462b8dd7afa260ef_8.ogg,ok,In the center of the image we can see a cup placed on the surface in the background there is a wall.,
open_images_train_ac5804833ce9434e_25.ogg,ok,"In this image we have a swimming pool, a cup of tea, a tree, plants and on the top right of the image we have a blue sky.",
open_images_train_a6d6ec529981267d_79.ogg,ok,in this image i can see a person smiling and holding the cup at the back of her there is a table and something else is there in the background there is a glass,
open_images_train_063df4c5ab87c81c_25.ogg,ok,in this picture i can see a red color cup on which white color design on it the cup is on a white color surface,
open_images_train_f2c4fd1fe65e83ed_8.ogg,ok,In this image we can see a person holding a cup.,
open_images_train_207a34bb119a0d1e_78.ogg,ok,"In this image I can see the black and red picture, I can see a table on which I can see an electronic gadget which is white in colour and a cup which is white and black in colour.",
open_images_train_92597d5a5979fca3_70.ogg,ok,"This image is clicked in a room where there are 4 persons sitting, the 2 persons are sitting in the bottom, they are smiling and other 2 are sitting in the middle, one of them is man, he is holding cup in his hand, other one who is on the left side is woman, she is holding a plate in her hand, there is light on the top and there are photo frames on the wall, on the top there is a photo frame, in the top right corner.",
open_images_train_e95b6844803745d0_107.ogg,ok,"In this image there are some cups, on that cups there are some images pasted on the cups.",
open_images_train_3bbdc16ad8ac2599_75.ogg,ok,"This image is taken indoors, at the bottom of the image, there is a table with 2 cups of tea on it.",
open_images_train_dc9a3c354450fe15_12.ogg,ok,"In the picture we can see a cup with a drink in it, wooden colour object, food item kept on the oil paper, bowl with some objects in it are placed on the wooden surface.",
open_images_train_628b68c324588b1a_77.ogg,ok,"In this picture we can see table and on table we have glasses with drink in it, cloth, chopsticks, balls, plates, jar, tissue paper, paper and beside to this we have persons sitting on chairs and other tables",
open_images_train_ea328fa29d545420_22.ogg,ok,"In this picture, there are 3 cups and 2 mobile phones.",
open_images_train_8e2b137d9d59e3fc_35.ogg,ok,In front of picture we see a table on which white cloth cup and black cover containing sticker are placed and on sticker we see some text written on it and behind that we see a grey table on which book is placed and a cupboard.,
open_images_train_90de44448fbac624_22.ogg,ok,"In this picture, there is a cup, a saucer, a bag and a spoon on the table, there is a coin on the table, there is a chair at the background, there are some plants.",
open_images_train_23f41c344284daf2_45.ogg,ok,"In this image I can see a foot item on a plate, cup, fork, napkin on the table in the background I can see a cloth hanging and objects in the rack at the center of the image there is a watermark",
open_images_train_d0f55e982da2d22e_42.ogg,ok,"This photo is of a table, on the table is laptop Mug, bottle, food packet, keyboard, monitor And the monitor is sticky note It's stick There's a ball, a packet and many other things present",
